1.060896728,1.021922822,1.935373746,0.9995950334,0.9998541989,0.9937797596,0.6975969708,0.8285343649
1.068514186,1.014474828,1.926388993,0.9995445848,0.9999037757,0.9938423248,0.6912378487,0.7962169802
1.069825485,1.013965097,1.924585732,0.9995359181,0.9999071743,0.9938549809,0.6764310906,0.8120218717
1.069428676,1.012535733,1.925715682,0.999538524,0.9999166669,0.9938470583,0.685289928,0.8025348568
1.067838684,1.013952637,1.923760806,0.9995490523,0.9999072394,0.9938594969,0.6890342354,0.787558042
1.06960459,1.012960855,1.921660775,0.9995373763,0.9999138444,0.9938742936,0.6713091197,0.8064717247
1.069434486,1.01292918,1.919408369,0.9995385081,0.9999140542,0.9938892895,0.6721137623,0.7946880568
1.069153585,1.014406997,1.922047798,0.9995403678,0.9999042318,0.9938716362,0.6742449236,0.8033176897
1.068495511,1.013506157,1.926136481,0.9995447001,0.9999102092,0.9938438986,0.6789744503,0.8147929521
1.068113066,1.015349423,1.920965402,0.9995472561,0.9998979617,0.9938784658,0.6746276088,0.7974096432
1.068141932,1.013436437,1.921355699,0.9995470501,0.9999106733,0.993875681,0.6683484297,0.8096074319
1.068114083,1.014390299,1.920979146,0.999547243,0.9999043341,0.9938782996,0.6746242114,0.7974075279
1.06724152,1.014408897,1.922169421,0.9995530099,0.9999042043,0.9938699262,0.6742039441,0.8032929474
1.066574735,1.013507917,1.926257184,0.9995574016,0.9999101839,0.9938421663,0.6789326268,0.8147688231
1.064579705,1.011566514,1.925321145,0.9995705906,0.9999230786,0.9938473061,0.6792567203,0.8087876602
1.067533357,1.015436196,1.926171758,0.9995510773,0.9998973752,0.9938434128,0.6789631458,0.8147864303
1.066806097,1.011452474,1.916197903,0.9995558819,0.999923854,0.9939093003,0.6640960274,0.7923502715
1.06517327,1.013034654,1.926908725,0.9995666702,0.9999133208,0.993837132,0.6941547641,0.7930138302
1.067323406,1.012502918,1.923292422,0.9995524511,0.999916871,0.9938622515,0.6738059152,0.8092072334
1.065870737,1.013561622,1.929939817,0.9995620494,0.9999098202,0.9938172235,0.6900538014,0.8140322809
1.066911868,1.012606584,1.930947733,0.999555154,0.999916176,0.9938108952,0.6897181416,0.8200365222
1.0665756,1.012543229,1.926269217,0.9995573913,0.9999165961,0.9938420155,0.6789294442,0.814766987
1.067084497,1.011100312,1.926634777,0.9995540147,0.9999261924,0.9938396807,0.6818905233,0.8116050672
1.065990273,1.013968744,1.924827179,0.9995612745,0.9999071195,0.9938514818,0.6763453461,0.8119720582
1.065551419,1.010603906,1.9254318,0.9995641556,0.9999294829,0.9938469595,0.6915569714,0.7902587406
1.065549928,1.012531604,1.925410747,0.9995641761,0.9999166669,0.9938472391,0.6915629978,0.7902628385
1.065991972,1.012042331,1.924851,0.9995612519,0.9999199247,0.993851175,0.6763386236,0.8119681527
1.065485364,1.010593221,1.924499262,0.9995645933,0.9999295537,0.993853127,0.6733781145,0.8151196874
1.065647688,1.012937865,1.92002599,0.9995635434,0.9999139716,0.9938832928,0.6657589949,0.8068148319
1.066707469,1.011601299,1.92810392,0.9995565082,0.9999228573,0.9938297288,0.6844798447,0.8143999087
1.065495546,1.009083324,1.917893788,0.9995645382,0.9999395951,0.9938972321,0.6787744214,0.7766717406
1.066704931,1.014501072,1.928068605,0.9995565444,0.9999035816,0.9938302241,0.6844913802,0.8144066943
1.066367351,1.010580302,1.923371838,0.9995587614,0.9999296453,0.9938610832,0.6737767543,0.8091901771
1.067377012,1.012512874,1.924027593,0.9995520942,0.9999168049,0.9938573572,0.6797053205,0.8028955818
1.068118541,1.010553577,1.921039431,0.9995471851,0.9999298353,0.993877503,0.6868793786,0.778973679
1.067085197,1.010135174,1.926644454,0.9995540047,0.9999326062,0.9938395521,0.6818876532,0.8116033674
1.067612608,1.011988051,1.920682322,0.9995505425,0.9999202948,0.9938797983,0.6716597574,0.8005409742
1.068124007,1.010146129,1.927646049,0.9995471323,0.9999325397,0.9938333462,0.6815431397,0.8175829635
1.068710362,1.010645267,1.929041508,0.9995432545,0.9999292239,0.9938243372,0.6841603427,0.8204049008
1.068932655,1.011488776,1.919102063,0.999541821,0.9999236245,0.9938910018,0.6691618684,0.7978211418
